0;0;0;0;0;0,0;4,16;380000;
0;0;0;0;0;4,16;40,0;2020000;
0;0;0;0;0;40,0;0,0;1660000;
0;0;0;0;0;0,0;21,29;160000;
0;0;0;0;0;21,29;12,69;240000;
0;0;0;0;0;12,69;25,03;1290000;
0;0;0;0;0;25,03;0,0;1370000;
0;0;0;0;0;0,0;12,92;630000;
0;0;0;0;0;12,92;12,28;150000;
0;0;0;0;0;12,28;2,51;450000;
0;0;0;0;0;2,51;0,0;900000;
0;0;0;0;0;0,0;0,41;780000;
0;0;0;0;0;0,41;0,0;180000;
0;0;0;0;0;0,0;10,88;550000;
0;0;0;0;0;10,88;1,53;110000;
0;0;0;0;0;1,53;1,51;350000;
0;0;0;0;0;1,51;11,16;460000;
0;0;0;0;0;11,16;12,39;710000;
0;0;0;0;0;12,39;11,41;800000;
0;0;0;0;0;11,41;5,48;360000;
0;0;0;0;0;5,48;27,65;550000;
0;0;0;0;0;27,65;0,0;780000;
0;0;0;0;0;0,0;0,41;1100000;
0;0;0;0;0;0,41;12,45;120000;
0;0;0;0;0;12,45;22,14;560000;
0;0;0;0;0;22,14;0,0;1990000;
0;0;0;0;0;0,0;12,72;650000;
0;0;0;0;0;12,72;8,5;280000;
0;0;0;0;0;8,5;0,41;540000;
0;0;0;0;0;0,41;0,41;680000;
0;0;0;0;0;0,41;0,41;90000;
0;0;0;0;0;0,41;11,86;570000;
0;0;0;0;0;11,86;0,41;430000;
0;0;0;0;0;0,41;0,0;1360000;
0;0;0;0;0;0,0;5,04;90000;
0;0;0;0;0;5,04;13,28;230000;
0;0;0;0;0;13,28;0,12;280000;
0;0;0;0;0;0,12;0,41;770000;
0;0;0;0;0;0,41;5,96;110000;
0;0;0;0;0;5,96;15,85;650000;
0;0;0;0;0;15,85;21,87;1380000;
0;0;0;0;0;21,87;0,0;1340000;
0;0;0;0;0;0,0;12,52;700000;
0;0;0;0;0;12,52;0,0;510000;
0;0;0;0;0;0,0;1,22;220000;
0;0;0;0;0;1,22;0,74;120000;
0;0;0;0;0;0,74;2,28;200000;
0;0;0;0;0;2,28;0,41;870000;
0;0;0;0;0;0,41;0,35;90000;
0;0;0;0;0;0,35;15,38;440000;
0;0;0;0;0;15,38;0,0;240000;
0;0;0;0;0;0,0;1,55;140000;
0;0;0;0;0;1,55;1,27;320000;
0;0;0;0;0;1,27;19,75;380000;
0;0;0;0;0;19,75;30,45;1420000;
0;0;0;0;0;30,45;0,0;1520000;
0;0;0;0;0;0,0;0,0;1610000;
0;0;0;0;0;0,0;6,64;100000;
0;0;0;0;0;6,64;12,25;570000;
0;0;0;0;0;12,25;0,0;970000;
0;0;0;0;0;0,0;9,74;130000;
0;0;0;0;0;9,74;6,65;220000;
0;0;0;0;0;6,65;0,12;680000;
0;0;0;0;0;0,12;2,31;100000;
0;0;0;0;0;2,31;5,44;90000;
0;0;0;0;0;5,44;4,13;120000;
0;0;0;0;0;4,13;16,45;350000;
0;0;0;0;0;16,45;17,17;870000;
0;0;0;0;0;17,17;0,0;820000;
0;0;0;0;0;0,0;16,16;440000;
0;0;0;0;0;16,16;19,44;130000;
0;0;0;0;0;19,44;17,75;580000;
0;0;0;0;0;17,75;0,0;550000;
0;0;0;0;0;0,0;0,52;1020000;
0;0;0;0;0;0,52;14,57;150000;
0;0;0;0;0;14,57;19,14;1090000;
0;0;0;0;0;19,14;11,66;1060000;
0;0;0;0;0;11,66;0,0;2580000;
0;0;0;0;0;0,0;12,31;370000;
0;0;0;0;0;12,31;7,79;190000;
0;0;0;0;0;7,79;16,03;1390000;
0;0;0;0;0;16,03;19,1;1010000;
0;0;0;0;0;19,1;0,0;1880000;
0;0;0;0;0;0,0;13,51;90000;
0;0;0;0;0;13,51;11,59;250000;
0;0;0;0;0;11,59;0,0;550000;
0;0;0;0;0;0,0;19,08;80000;
0;0;0;0;0;19,08;16,02;320000;
0;0;0;0;0;16,02;16,77;930000;
0;0;0;0;0;16,77;0,0;2250000;
0;0;0;0;0;0,0;11,79;120000;
0;0;0;0;0;11,79;11,37;270000;
0;0;0;0;0;11,37;0,0;380000;
0;0;0;0;0;0,0;0,41;1240000;
0;0;0;0;0;0,41;0,41;150000;
0;0;0;0;0;0,41;0,34;660000;
0;0;0;0;0;0,34;0,33;3750000;
0;0;0;0;0;0,0;0,0;100;
0;0;0;0;0;0,0;0,0;100;
