00,00;00,00;00000;00000;000;0,0;4,21;360000;
00,00;00,00;00000;00000;000;4,21;40,3;2040000;
00,00;00,00;00000;00000;000;40,3;0,0;1450000;
00,00;00,00;00000;00000;000;0,0;21,94;350000;
00,00;00,00;00000;00000;000;21,94;12,1;190000;
00,00;00,00;00000;00000;000;12,1;26,63;1270000;
00,00;00,00;00000;00000;000;26,63;0,0;760000;
00,00;00,00;00000;00000;000;0,0;1,43;1300000;
00,00;00,00;00000;00000;000;1,43;9,13;120000;
00,00;00,00;00000;00000;000;9,13;5,52;490000;
00,00;00,00;00000;00000;000;5,52;0,0;880000;
00,00;00,00;00000;00000;000;0,0;0,0;810000;
00,00;00,00;00000;00000;000;0,0;1,52;70000;
00,00;00,00;00000;00000;000;1,52;0,56;630000;
00,00;00,00;00000;00000;000;0,56;1,58;120000;
00,00;00,00;00000;00000;000;1,58;1,43;240000;
00,00;00,00;00000;00000;000;1,43;6,95;370000;
00,00;00,00;00000;00000;000;6,95;7,15;680000;
00,00;00,00;00000;00000;000;7,15;11,24;680000;
00,00;00,00;00000;00000;000;11,24;6,32;560000;
00,00;00,00;00000;00000;000;6,32;18,49;380000;
00,00;00,00;00000;00000;000;18,49;19,5;660000;
00,00;00,00;00000;00000;000;19,5;0,0;1550000;
00,00;00,00;00000;00000;000;0,0;23,83;70000;
00,00;00,00;00000;00000;000;23,83;19,62;320000;
00,00;00,00;00000;00000;000;19,62;0,37;390000;
00,00;00,00;00000;00000;000;0,37;0,0;2510000;
00,00;00,00;00000;00000;000;0,0;5,58;100000;
00,00;00,00;00000;00000;000;5,58;12,25;620000;
00,00;00,00;00000;00000;000;12,25;0,0;510000;
00,00;00,00;00000;00000;000;0,0;1,05;340000;
00,00;00,00;00000;00000;000;1,05;16,05;130000;
00,00;00,00;00000;00000;000;16,05;11,73;760000;
00,00;00,00;00000;00000;000;11,73;0,0;290000;
00,00;00,00;00000;00000;000;0,0;0,0;1260000;
00,00;00,00;00000;00000;000;0,0;2,77;90000;
00,00;00,00;00000;00000;000;2,77;12,6;330000;
00,00;00,00;00000;00000;000;12,6;0,0;420000;
00,00;00,00;00000;00000;000;0,0;0,45;520000;
00,00;00,00;00000;00000;000;0,45;9,74;120000;
00,00;00,00;00000;00000;000;9,74;17,24;800000;
00,00;00,00;00000;00000;000;17,24;14,86;1230000;
00,00;00,00;00000;00000;000;14,86;0,0;1430000;
00,00;00,00;00000;00000;000;0,0;14,02;600000;
00,00;00,00;00000;00000;000;14,02;0,0;510000;
00,00;00,00;00000;00000;000;0,0;1,27;220000;
00,00;00,00;00000;00000;000;1,27;0,91;110000;
00,00;00,00;00000;00000;000;0,91;3,82;200000;
00,00;00,00;00000;00000;000;3,82;0,23;880000;
00,00;00,00;00000;00000;000;0,23;0,41;80000;
00,00;00,00;00000;00000;000;0,41;14,49;310000;
00,00;00,00;00000;00000;000;14,49;0,04;300000;
00,00;00,00;00000;00000;000;0,04;1,9;200000;
00,00;00,00;00000;00000;000;1,9;1,18;240000;
00,00;00,00;00000;00000;000;1,18;21,11;350000;
00,00;00,00;00000;00000;000;21,11;29,14;1130000;
00,00;00,00;00000;00000;000;29,14;0,0;870000;
00,00;00,00;00000;00000;000;0,0;0,0;2660000;
