U set;U actual;I set;I actual;P set;P actual;R set;R actual;R mode;Output/Input;Device mode;Error;Time;
02,60;3,54;00,00;0,86;600,0;3,1;N/A;N/A;OFF;ON;CC;NONE;00:00:11,440;
02,60;3,43;00,00;12,44;600,0;42,7;N/A;N/A;OFF;ON;CC;NONE;00:00:11,940;
02,60;3,53;00,00;2,01;600,0;7,1;N/A;N/A;OFF;ON;CC;NONE;00:00:12,440;
02,60;3,40;00,00;14,73;600,0;50,1;N/A;N/A;OFF;ON;CC;NONE;00:00:12,940;
02,60;3,39;00,00;15,79;600,0;53,5;N/A;N/A;OFF;ON;CC;NONE;00:00:13,440;
02,60;3,38;00,00;15,97;600,0;54,1;N/A;N/A;OFF;ON;CC;NONE;00:00:13,940;
02,60;3,42;00,00;12,28;600,0;42,0;N/A;N/A;OFF;ON;CC;NONE;00:00:14,440;
02,60;3,45;00,00;8,52;600,0;29,4;N/A;N/A;OFF;ON;CC;NONE;00:00:14,940;
02,60;3,49;00,00;4,79;600,0;16,7;N/A;N/A;OFF;ON;CC;NONE;00:00:15,440;
02,60;3,53;00,00;1,03;600,0;3,7;N/A;N/A;OFF;ON;CC;NONE;00:00:15,940;
02,60;3,45;00,00;9,56;600,0;32,9;N/A;N/A;OFF;ON;CC;NONE;00:00:16,440;
02,60;3,55;00,00;0,19;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:00:16,940;
02,60;3,55;00,00;0,22;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:00:17,440;
02,60;3,55;00,00;0,30;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:00:17,940;
02,60;3,55;00,00;0,35;600,0;1,3;N/A;N/A;OFF;ON;CC;NONE;00:00:18,440;
02,60;3,53;00,00;2,34;600,0;8,2;N/A;N/A;OFF;ON;CC;NONE;00:00:18,940;
02,60;3,47;00,00;8,48;600,0;29,4;N/A;N/A;OFF;ON;CC;NONE;00:00:19,440;
02,60;3,41;00,00;14,82;600,0;50,5;N/A;N/A;OFF;ON;CC;NONE;00:00:19,940;
02,60;3,34;00,00;21,13;600,0;70,5;N/A;N/A;OFF;ON;CC;NONE;00:00:20,440;
02,60;3,27;00,00;27,47;600,0;89,8;N/A;N/A;OFF;ON;CC;NONE;00:00:20,940;
02,60;3,30;00,00;23,78;600,0;78,4;N/A;N/A;OFF;ON;CC;NONE;00:00:21,440;
02,60;3,40;00,00;13,47;600,0;45,7;N/A;N/A;OFF;ON;CC;NONE;00:00:21,940;
02,60;3,50;00,00;3,09;600,0;10,8;N/A;N/A;OFF;ON;CC;NONE;00:00:22,440;
02,60;3,35;00,00;19,28;600,0;64,5;N/A;N/A;OFF;ON;CC;NONE;00:00:22,940;
02,60;3,38;00,00;15,64;600,0;52,9;N/A;N/A;OFF;ON;CC;NONE;00:00:23,440;
02,60;3,32;00,00;21,37;600,0;70,9;N/A;N/A;OFF;ON;CC;NONE;00:00:23,940;
02,60;3,28;00,00;24,68;600,0;80,9;N/A;N/A;OFF;ON;CC;NONE;00:00:24,440;
02,60;3,45;00,00;7,70;600,0;26,5;N/A;N/A;OFF;ON;CC;NONE;00:00:24,940;
02,60;3,52;00,00;0,30;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:00:25,440;
02,60;3,52;00,00;0,84;600,0;3,0;N/A;N/A;OFF;ON;CC;NONE;00:00:25,940;
02,60;3,52;00,00;2,09;600,0;7,3;N/A;N/A;OFF;ON;CC;NONE;00:00:26,440;
02,60;3,47;00,00;6,48;600,0;22,5;N/A;N/A;OFF;ON;CC;NONE;00:00:26,940;
02,60;3,51;00,00;3,19;600,0;11,2;N/A;N/A;OFF;ON;CC;NONE;00:00:27,440;
02,60;3,54;00,00;0,17;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:00:27,940;
02,60;3,54;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:00:28,440;
02,60;3,53;00,00;1,27;600,0;4,5;N/A;N/A;OFF;ON;CC;NONE;00:00:28,940;
02,60;3,54;00,00;0,70;600,0;2,5;N/A;N/A;OFF;ON;CC;NONE;00:00:29,440;
02,60;3,52;00,00;3,25;600,0;11,4;N/A;N/A;OFF;ON;CC;NONE;00:00:29,940;
02,60;3,48;00,00;7,01;600,0;24,4;N/A;N/A;OFF;ON;CC;NONE;00:00:30,440;
02,60;3,47;00,00;7,61;600,0;26,4;N/A;N/A;OFF;ON;CC;NONE;00:00:30,940;
02,60;3,44;00,00;10,57;600,0;36,4;N/A;N/A;OFF;ON;CC;NONE;00:00:31,440;
02,60;3,47;00,00;7,83;600,0;27,1;N/A;N/A;OFF;ON;CC;NONE;00:00:31,940;
02,60;3,38;00,00;16,81;600,0;56,7;N/A;N/A;OFF;ON;CC;NONE;00:00:32,440;
02,60;3,35;00,00;19,17;600,0;64,1;N/A;N/A;OFF;ON;CC;NONE;00:00:32,940;
02,60;3,38;00,00;15,88;600,0;53,5;N/A;N/A;OFF;ON;CC;NONE;00:00:33,440;
02,60;3,44;00,00;9,59;600,0;32,9;N/A;N/A;OFF;ON;CC;NONE;00:00:33,940;
02,60;3,50;00,00;3,28;600,0;11,5;N/A;N/A;OFF;ON;CC;NONE;00:00:34,440;
02,60;3,33;00,00;21,22;600,0;70,5;N/A;N/A;OFF;ON;CC;NONE;00:00:34,940;
02,60;3,50;00,00;2,56;600,0;8,9;N/A;N/A;OFF;ON;CC;NONE;00:00:35,440;
02,60;3,53;00,00;0,28;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:00:35,940;
02,60;3,54;00,00;0,21;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:00:36,440;
02,60;3,54;00,00;0,13;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:00:36,940;
02,60;3,54;00,00;0,05;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:00:37,440;
02,60;3,55;00,00;0,05;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:00:37,940;
02,60;3,45;00,00;9,34;600,0;32,3;N/A;N/A;OFF;ON;CC;NONE;00:00:38,440;
02,60;3,48;00,00;6,75;600,0;23,4;N/A;N/A;OFF;ON;CC;NONE;00:00:38,940;
02,60;3,54;00,00;0,68;600,0;2,4;N/A;N/A;OFF;ON;CC;NONE;00:00:39,440;
02,60;3,40;00,00;14,59;600,0;49,6;N/A;N/A;OFF;ON;CC;NONE;00:00:39,940;
02,60;3,43;00,00;11,22;600,0;38,4;N/A;N/A;OFF;ON;CC;NONE;00:00:40,440;
02,60;3,54;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:00:40,940;
02,60;3,54;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:00:41,440;
02,60;3,55;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:00:41,940;
02,60;3,44;00,00;11,01;600,0;37,8;N/A;N/A;OFF;ON;CC;NONE;00:00:42,440;
02,60;3,54;00,00;0,22;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:00:42,940;
02,60;3,48;00,00;6,85;600,0;23,8;N/A;N/A;OFF;ON;CC;NONE;00:00:43,440;
02,60;3,41;00,00;14,04;600,0;47,8;N/A;N/A;OFF;ON;CC;NONE;00:00:43,940;
02,60;3,37;00,00;16,91;600,0;57,0;N/A;N/A;OFF;ON;CC;NONE;00:00:44,440;
02,60;3,38;00,00;15,96;600,0;53,9;N/A;N/A;OFF;ON;CC;NONE;00:00:44,940;
02,60;3,38;00,00;14,99;600,0;50,7;N/A;N/A;OFF;ON;CC;NONE;00:00:45,440;
02,60;3,43;00,00;10,39;600,0;35,6;N/A;N/A;OFF;ON;CC;NONE;00:00:45,940;
02,60;3,48;00,00;5,20;600,0;18,1;N/A;N/A;OFF;ON;CC;NONE;00:00:46,440;
02,60;3,53;00,00;0,75;600,0;2,7;N/A;N/A;OFF;ON;CC;NONE;00:00:46,940;
02,60;3,42;00,00;11,66;600,0;39,9;N/A;N/A;OFF;ON;CC;NONE;00:00:47,440;
02,60;3,50;00,00;3,08;600,0;10,7;N/A;N/A;OFF;ON;CC;NONE;00:00:47,940;
02,60;3,52;00,00;1,91;600,0;6,7;N/A;N/A;OFF;ON;CC;NONE;00:00:48,440;
02,60;3,52;00,00;2,34;600,0;8,2;N/A;N/A;OFF;ON;CC;NONE;00:00:48,940;
02,60;3,54;00,00;0,37;600,0;1,3;N/A;N/A;OFF;ON;CC;NONE;00:00:49,440;
02,60;3,45;00,00;9,70;600,0;33,4;N/A;N/A;OFF;ON;CC;NONE;00:00:49,940;
02,60;3,52;00,00;1,56;600,0;5,5;N/A;N/A;OFF;ON;CC;NONE;00:00:50,440;
02,60;3,35;00,00;19,90;600,0;66,5;N/A;N/A;OFF;ON;CC;NONE;00:00:50,940;
02,60;3,29;00,00;24,65;600,0;81,1;N/A;N/A;OFF;ON;CC;NONE;00:00:51,440;
02,60;3,25;00,00;28,19;600,0;91,5;N/A;N/A;OFF;ON;CC;NONE;00:00:51,940;
02,60;3,35;00,00;16,80;600,0;56,2;N/A;N/A;OFF;ON;CC;NONE;00:00:52,440;
02,60;3,51;00,00;0,78;600,0;2,7;N/A;N/A;OFF;ON;CC;NONE;00:00:52,940;
02,60;3,53;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:00:53,440;
02,60;3,53;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:00:53,940;
02,60;3,53;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:00:54,440;
02,60;3,54;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:00:54,940;
02,60;3,54;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:00:55,440;
02,60;3,43;00,00;11,15;600,0;38,3;N/A;N/A;OFF;ON;CC;NONE;00:00:55,940;
02,60;3,52;00,00;1,12;600,0;3,9;N/A;N/A;OFF;ON;CC;NONE;00:00:56,440;
02,60;3,48;00,00;6,14;600,0;21,4;N/A;N/A;OFF;ON;CC;NONE;00:00:56,940;
02,60;3,43;00,00;11,26;600,0;38,5;N/A;N/A;OFF;ON;CC;NONE;00:00:57,440;
02,60;3,48;00,00;5,93;600,0;20,6;N/A;N/A;OFF;ON;CC;NONE;00:00:57,940;
02,60;3,51;00,00;2,54;600,0;8,8;N/A;N/A;OFF;ON;CC;NONE;00:00:58,440;
02,60;3,49;00,00;5,44;600,0;19,0;N/A;N/A;OFF;ON;CC;NONE;00:00:58,940;
02,60;3,40;00,00;14,08;600,0;47,8;N/A;N/A;OFF;ON;CC;NONE;00:00:59,440;
02,60;3,40;00,00;13,78;600,0;46,8;N/A;N/A;OFF;ON;CC;NONE;00:00:59,940;
02,60;3,45;00,00;8,40;600,0;28,9;N/A;N/A;OFF;ON;CC;NONE;00:01:00,440;
02,60;3,52;00,00;1,53;600,0;5,4;N/A;N/A;OFF;ON;CC;NONE;00:01:00,940;
02,60;3,42;00,00;10,75;600,0;36,8;N/A;N/A;OFF;ON;CC;NONE;00:01:01,440;
02,60;3,43;00,00;9,82;600,0;33,7;N/A;N/A;OFF;ON;CC;NONE;00:01:01,940;
02,60;3,47;00,00;5,57;600,0;19,4;N/A;N/A;OFF;ON;CC;NONE;00:01:02,440;
02,60;3,52;00,00;1,28;600,0;4,5;N/A;N/A;OFF;ON;CC;NONE;00:01:02,940;
02,60;3,37;00,00;16,61;600,0;56,0;N/A;N/A;OFF;ON;CC;NONE;00:01:03,440;
02,60;3,37;00,00;15,91;600,0;53,6;N/A;N/A;OFF;ON;CC;NONE;00:01:03,940;
02,60;3,32;00,00;20,78;600,0;68,9;N/A;N/A;OFF;ON;CC;NONE;00:01:04,440;
02,60;3,27;00,00;25,67;600,0;83,9;N/A;N/A;OFF;ON;CC;NONE;00:01:04,940;
02,60;3,38;00,00;13,12;600,0;44,3;N/A;N/A;OFF;ON;CC;NONE;00:01:05,440;
02,60;3,51;00,00;0,39;600,0;1,4;N/A;N/A;OFF;ON;CC;NONE;00:01:05,940;
02,60;3,52;00,00;0,29;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:01:06,440;
02,60;3,52;00,00;0,23;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:01:06,940;
02,60;3,53;00,00;0,16;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:01:07,440;
02,60;3,53;00,00;0,10;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:01:07,940;
02,60;3,53;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:01:08,440;
02,60;3,44;00,00;10,03;600,0;34,5;N/A;N/A;OFF;ON;CC;NONE;00:01:08,940;
02,60;3,41;00,00;12,69;600,0;43,2;N/A;N/A;OFF;ON;CC;NONE;00:01:09,440;
02,60;3,38;00,00;15,33;600,0;51,8;N/A;N/A;OFF;ON;CC;NONE;00:01:09,940;
02,60;3,35;00,00;17,77;600,0;59,5;N/A;N/A;OFF;ON;CC;NONE;00:01:10,440;
02,60;3,40;00,00;12,10;600,0;41,1;N/A;N/A;OFF;ON;CC;NONE;00:01:10,940;
02,60;3,44;00,00;7,65;600,0;26,3;N/A;N/A;OFF;ON;CC;NONE;00:01:11,440;
02,60;3,47;00,00;5,33;600,0;18,4;N/A;N/A;OFF;ON;CC;NONE;00:01:11,940;
02,60;3,49;00,00;3,00;600,0;10,5;N/A;N/A;OFF;ON;CC;NONE;00:01:12,440;
02,60;3,52;00,00;0,68;600,0;2,4;N/A;N/A;OFF;ON;CC;NONE;00:01:12,940;
02,60;3,40;00,00;12,94;600,0;43,9;N/A;N/A;OFF;ON;CC;NONE;00:01:13,440;
02,60;3,50;00,00;2,24;600,0;7,8;N/A;N/A;OFF;ON;CC;NONE;00:01:13,940;
02,60;3,38;00,00;14,75;600,0;49,8;N/A;N/A;OFF;ON;CC;NONE;00:01:14,440;
02,60;3,36;00,00;15,88;600,0;53,4;N/A;N/A;OFF;ON;CC;NONE;00:01:14,940;
02,60;3,36;00,00;15,71;600,0;52,8;N/A;N/A;OFF;ON;CC;NONE;00:01:15,440;
02,60;3,39;00,00;12,00;600,0;40,8;N/A;N/A;OFF;ON;CC;NONE;00:01:15,940;
02,60;3,43;00,00;8,25;600,0;28,3;N/A;N/A;OFF;ON;CC;NONE;00:01:16,440;
02,60;3,47;00,00;4,50;600,0;15,6;N/A;N/A;OFF;ON;CC;NONE;00:01:16,940;
02,60;3,51;00,00;0,74;600,0;2,6;N/A;N/A;OFF;ON;CC;NONE;00:01:17,440;
02,60;3,43;00,00;8,59;600,0;29,4;N/A;N/A;OFF;ON;CC;NONE;00:01:17,940;
02,60;3,52;00,00;0,18;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:01:18,440;
02,60;3,52;00,00;0,23;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:01:18,940;
02,60;3,52;00,00;0,31;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:01:19,440;
02,60;3,52;00,00;0,35;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:01:19,940;
02,60;3,50;00,00;2,78;600,0;9,8;N/A;N/A;OFF;ON;CC;NONE;00:01:20,440;
02,60;3,44;00,00;8,97;600,0;30,9;N/A;N/A;OFF;ON;CC;NONE;00:01:20,940;
02,60;3,38;00,00;15,32;600,0;51,7;N/A;N/A;OFF;ON;CC;NONE;00:01:21,440;
02,60;3,31;00,00;21,62;600,0;71,5;N/A;N/A;OFF;ON;CC;NONE;00:01:21,940;
02,60;3,24;00,00;27,95;600,0;90,5;N/A;N/A;OFF;ON;CC;NONE;00:01:22,440;
02,60;3,28;00,00;23,01;600,0;75,4;N/A;N/A;OFF;ON;CC;NONE;00:01:22,940;
02,60;3,38;00,00;12,69;600,0;42,8;N/A;N/A;OFF;ON;CC;NONE;00:01:23,440;
02,60;3,48;00,00;2,31;600,0;8,1;N/A;N/A;OFF;ON;CC;NONE;00:01:23,940;
02,60;3,33;00,00;18,55;600,0;61,7;N/A;N/A;OFF;ON;CC;NONE;00:01:24,440;
02,60;3,35;00,00;16,07;600,0;53,8;N/A;N/A;OFF;ON;CC;NONE;00:01:24,940;
02,60;3,29;00,00;21,80;600,0;71,7;N/A;N/A;OFF;ON;CC;NONE;00:01:25,440;
02,60;3,27;00,00;23,63;600,0;77,2;N/A;N/A;OFF;ON;CC;NONE;00:01:25,940;
02,60;3,43;00,00;6,40;600,0;21,9;N/A;N/A;OFF;ON;CC;NONE;00:01:26,440;
02,60;3,50;00,00;0,34;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:01:26,940;
02,60;3,50;00,00;0,88;600,0;3,1;N/A;N/A;OFF;ON;CC;NONE;00:01:27,440;
02,60;3,48;00,00;3,69;600,0;12,8;N/A;N/A;OFF;ON;CC;NONE;00:01:27,940;
02,60;3,45;00,00;6,20;600,0;21,4;N/A;N/A;OFF;ON;CC;NONE;00:01:28,440;
02,60;3,48;00,00;2,96;600,0;10,3;N/A;N/A;OFF;ON;CC;NONE;00:01:28,940;
02,60;3,51;00,00;0,09;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:01:29,440;
02,60;3,52;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:01:29,940;
02,60;3,51;00,00;1,25;600,0;4,4;N/A;N/A;OFF;ON;CC;NONE;00:01:30,440;
02,60;3,51;00,00;0,88;600,0;3,1;N/A;N/A;OFF;ON;CC;NONE;00:01:30,940;
02,60;3,49;00,00;3,76;600,0;13,1;N/A;N/A;OFF;ON;CC;NONE;00:01:31,440;
02,60;3,45;00,00;7,02;600,0;24,3;N/A;N/A;OFF;ON;CC;NONE;00:01:31,940;
02,60;3,44;00,00;7,82;600,0;26,9;N/A;N/A;OFF;ON;CC;NONE;00:01:32,440;
02,60;3,41;00,00;10,80;600,0;36,8;N/A;N/A;OFF;ON;CC;NONE;00:01:32,940;
02,60;3,44;00,00;7,49;600,0;25,8;N/A;N/A;OFF;ON;CC;NONE;00:01:33,440;
02,60;3,34;00,00;17,61;600,0;58,9;N/A;N/A;OFF;ON;CC;NONE;00:01:33,940;
02,60;3,32;00,00;19,23;600,0;63,8;N/A;N/A;OFF;ON;CC;NONE;00:01:34,440;
02,60;3,35;00,00;15,39;600,0;51,6;N/A;N/A;OFF;ON;CC;NONE;00:01:34,940;
02,60;3,41;00,00;9,11;600,0;31,1;N/A;N/A;OFF;ON;CC;NONE;00:01:35,440;
02,60;3,48;00,00;2,81;600,0;9,8;N/A;N/A;OFF;ON;CC;NONE;00:01:35,940;
02,60;3,31;00,00;20,89;600,0;69,0;N/A;N/A;OFF;ON;CC;NONE;00:01:36,440;
02,60;3,49;00,00;1,59;600,0;5,5;N/A;N/A;OFF;ON;CC;NONE;00:01:36,940;
02,60;3,51;00,00;0,28;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:01:37,440;
02,60;3,51;00,00;0,20;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:01:37,940;
02,60;3,52;00,00;0,12;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:01:38,440;
02,60;3,52;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:01:38,940;
02,60;3,51;00,00;0,85;600,0;3,0;N/A;N/A;OFF;ON;CC;NONE;00:01:39,440;
02,60;3,42;00,00;9,75;600,0;33,4;N/A;N/A;OFF;ON;CC;NONE;00:01:39,940;
02,60;3,46;00,00;5,85;600,0;20,2;N/A;N/A;OFF;ON;CC;NONE;00:01:40,440;
02,60;3,51;00,00;0,79;600,0;2,8;N/A;N/A;OFF;ON;CC;NONE;00:01:40,940;
02,60;3,38;00,00;14,38;600,0;48,6;N/A;N/A;OFF;ON;CC;NONE;00:01:41,440;
02,60;3,41;00,00;10,12;600,0;34,5;N/A;N/A;OFF;ON;CC;NONE;00:01:41,940;
02,60;3,51;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:01:42,440;
02,60;3,52;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:01:42,940;
02,60;3,52;00,00;0,30;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:01:43,440;
02,60;3,42;00,00;10,31;600,0;35,3;N/A;N/A;OFF;ON;CC;NONE;00:01:43,940;
02,60;3,52;00,00;0,19;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:01:44,440;
02,60;3,44;00,00;8,29;600,0;28,4;N/A;N/A;OFF;ON;CC;NONE;00:01:44,940;
02,60;3,38;00,00;14,40;600,0;48,7;N/A;N/A;OFF;ON;CC;NONE;00:01:45,440;
02,60;3,35;00,00;16,84;600,0;56,4;N/A;N/A;OFF;ON;CC;NONE;00:01:45,940;
02,60;3,35;00,00;15,89;600,0;53,3;N/A;N/A;OFF;ON;CC;NONE;00:01:46,440;
02,60;3,36;00,00;14,87;600,0;49,9;N/A;N/A;OFF;ON;CC;NONE;00:01:46,940;
02,60;3,41;00,00;10,02;600,0;34,1;N/A;N/A;OFF;ON;CC;NONE;00:01:47,440;
02,60;3,46;00,00;4,80;600,0;16,6;N/A;N/A;OFF;ON;CC;NONE;00:01:47,940;
02,60;3,49;00,00;1,29;600,0;4,5;N/A;N/A;OFF;ON;CC;NONE;00:01:48,440;
02,60;3,39;00,00;12,51;600,0;42,4;N/A;N/A;OFF;ON;CC;NONE;00:01:48,940;
02,60;3,49;00,00;1,98;600,0;6,9;N/A;N/A;OFF;ON;CC;NONE;00:01:49,440;
02,60;3,49;00,00;2,37;600,0;8,2;N/A;N/A;OFF;ON;CC;NONE;00:01:49,940;
02,60;3,49;00,00;2,18;600,0;7,6;N/A;N/A;OFF;ON;CC;NONE;00:01:50,440;
02,60;3,51;00,00;0,37;600,0;1,3;N/A;N/A;OFF;ON;CC;NONE;00:01:50,940;
02,60;3,43;00,00;8,08;600,0;27,7;N/A;N/A;OFF;ON;CC;NONE;00:01:51,440;
02,60;3,50;00,00;1,47;600,0;5,1;N/A;N/A;OFF;ON;CC;NONE;00:01:51,940;
02,60;3,31;00,00;20,73;600,0;68,7;N/A;N/A;OFF;ON;CC;NONE;00:01:52,440;
02,60;3,26;00,00;24,92;600,0;81,3;N/A;N/A;OFF;ON;CC;NONE;00:01:52,940;
02,60;3,22;00,00;28,47;600,0;91,7;N/A;N/A;OFF;ON;CC;NONE;00:01:53,440;
02,60;3,34;00,00;15,56;600,0;51,8;N/A;N/A;OFF;ON;CC;NONE;00:01:53,940;
02,60;3,49;00,00;0,43;600,0;1,5;N/A;N/A;OFF;ON;CC;NONE;00:01:54,440;
02,60;3,50;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:01:54,940;
02,60;3,51;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:01:55,440;
02,60;3,51;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:01:55,940;
02,60;3,51;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:01:56,440;
02,60;3,51;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:01:56,940;
02,60;3,41;00,00;10,43;600,0;35,5;N/A;N/A;OFF;ON;CC;NONE;00:01:57,440;
02,60;3,50;00,00;1,39;600,0;4,9;N/A;N/A;OFF;ON;CC;NONE;00:01:57,940;
02,60;3,45;00,00;6,58;600,0;22,6;N/A;N/A;OFF;ON;CC;NONE;00:01:58,440;
02,60;3,40;00,00;11,64;600,0;39,6;N/A;N/A;OFF;ON;CC;NONE;00:01:58,940;
02,60;3,46;00,00;5,20;600,0;17,9;N/A;N/A;OFF;ON;CC;NONE;00:01:59,440;
02,60;3,49;00,00;2,00;600,0;6,9;N/A;N/A;OFF;ON;CC;NONE;00:01:59,940;
02,60;3,45;00,00;6,44;600,0;22,2;N/A;N/A;OFF;ON;CC;NONE;00:02:00,440;
02,60;3,37;00,00;14,08;600,0;47,5;N/A;N/A;OFF;ON;CC;NONE;00:02:00,940;
02,60;3,37;00,00;13,76;600,0;46,3;N/A;N/A;OFF;ON;CC;NONE;00:02:01,440;
02,60;3,42;00,00;7,86;600,0;26,9;N/A;N/A;OFF;ON;CC;NONE;00:02:01,940;
02,60;3,49;00,00;0,99;600,0;3,4;N/A;N/A;OFF;ON;CC;NONE;00:02:02,440;
02,60;3,40;00,00;10,77;600,0;36,6;N/A;N/A;OFF;ON;CC;NONE;00:02:02,940;
02,60;3,41;00,00;9,52;600,0;32,4;N/A;N/A;OFF;ON;CC;NONE;00:02:03,440;
02,60;3,45;00,00;5,23;600,0;18,0;N/A;N/A;OFF;ON;CC;NONE;00:02:03,940;
02,60;3,49;00,00;0,95;600,0;3,3;N/A;N/A;OFF;ON;CC;NONE;00:02:04,440;
02,60;3,34;00,00;16,36;600,0;54,7;N/A;N/A;OFF;ON;CC;NONE;00:02:04,940;
02,60;3,34;00,00;16,26;600,0;54,3;N/A;N/A;OFF;ON;CC;NONE;00:02:05,440;
02,60;3,29;00,00;21,15;600,0;69,6;N/A;N/A;OFF;ON;CC;NONE;00:02:05,940;
