U set;U actual;I set;I actual;P set;P actual;R set;R actual;R mode;Output/Input;Device mode;Error;Time;
02,60;3,23;00,00;26,04;600,0;84,3;N/A;N/A;OFF;ON;CC;NONE;00:02:06,440;
02,60;3,37;00,00;11,49;600,0;38,6;N/A;N/A;OFF;ON;CC;NONE;00:02:06,940;
02,60;3,49;00,00;0,37;600,0;1,3;N/A;N/A;OFF;ON;CC;NONE;00:02:07,440;
02,60;3,49;00,00;0,29;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:02:07,940;
02,60;3,50;00,00;0,22;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:02:08,440;
02,60;3,50;00,00;0,16;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:02:08,940;
02,60;3,50;00,00;0,09;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:02:09,440;
02,60;3,51;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:02:09,940;
02,60;3,41;00,00;10,24;600,0;34,8;N/A;N/A;OFF;ON;CC;NONE;00:02:10,440;
02,60;3,38;00,00;12,88;600,0;43,5;N/A;N/A;OFF;ON;CC;NONE;00:02:10,940;
02,60;3,35;00,00;15,53;600,0;52,0;N/A;N/A;OFF;ON;CC;NONE;00:02:11,440;
02,60;3,32;00,00;17,57;600,0;58,4;N/A;N/A;OFF;ON;CC;NONE;00:02:11,940;
02,60;3,38;00,00;11,64;600,0;39,3;N/A;N/A;OFF;ON;CC;NONE;00:02:12,440;
02,60;3,42;00,00;7,47;600,0;25,6;N/A;N/A;OFF;ON;CC;NONE;00:02:12,940;
02,60;3,44;00,00;5,15;600,0;17,8;N/A;N/A;OFF;ON;CC;NONE;00:02:13,440;
02,60;3,47;00,00;2,83;600,0;9,8;N/A;N/A;OFF;ON;CC;NONE;00:02:13,940;
02,60;3,49;00,00;0,51;600,0;1,8;N/A;N/A;OFF;ON;CC;NONE;00:02:14,440;
02,60;3,38;00,00;12,88;600,0;43,4;N/A;N/A;OFF;ON;CC;NONE;00:02:14,940;
02,60;3,44;00,00;5,60;600,0;19,1;N/A;N/A;OFF;ON;CC;NONE;00:02:15,440;
02,60;3,35;00,00;14,80;600,0;49,6;N/A;N/A;OFF;ON;CC;NONE;00:02:15,940;
02,60;3,34;00,00;15,98;600,0;53,3;N/A;N/A;OFF;ON;CC;NONE;00:02:16,440;
02,60;3,34;00,00;15,44;600,0;51,5;N/A;N/A;OFF;ON;CC;NONE;00:02:16,940;
02,60;3,37;00,00;11,70;600,0;39,5;N/A;N/A;OFF;ON;CC;NONE;00:02:17,440;
02,60;3,41;00,00;7,97;600,0;27,1;N/A;N/A;OFF;ON;CC;NONE;00:02:17,940;
02,60;3,45;00,00;4,21;600,0;14,5;N/A;N/A;OFF;ON;CC;NONE;00:02:18,440;
02,60;3,49;00,00;0,47;600,0;1,6;N/A;N/A;OFF;ON;CC;NONE;00:02:18,940;
02,60;3,42;00,00;7,53;600,0;25,7;N/A;N/A;OFF;ON;CC;NONE;00:02:19,440;
02,60;3,49;00,00;0,17;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:02:19,940;
02,60;3,49;00,00;0,23;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:02:20,440;
02,60;3,50;00,00;0,31;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:02:20,940;
02,60;3,50;00,00;0,35;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:02:21,440;
02,60;3,47;00,00;3,20;600,0;11,1;N/A;N/A;OFF;ON;CC;NONE;00:02:21,940;
02,60;3,41;00,00;9,46;600,0;32,3;N/A;N/A;OFF;ON;CC;NONE;00:02:22,440;
02,60;3,34;00,00;15,77;600,0;52,8;N/A;N/A;OFF;ON;CC;NONE;00:02:22,940;
02,60;3,28;00,00;22,10;600,0;72,4;N/A;N/A;OFF;ON;CC;NONE;00:02:23,440;
02,60;3,21;00,00;28,45;600,0;91,2;N/A;N/A;OFF;ON;CC;NONE;00:02:23,940;
02,60;3,26;00,00;22,26;600,0;72,5;N/A;N/A;OFF;ON;CC;NONE;00:02:24,440;
02,60;3,36;00,00;11,87;600,0;39,8;N/A;N/A;OFF;ON;CC;NONE;00:02:24,940;
02,60;3,46;00,00;1,54;600,0;5,3;N/A;N/A;OFF;ON;CC;NONE;00:02:25,440;
02,60;3,31;00,00;17,20;600,0;56,9;N/A;N/A;OFF;ON;CC;NONE;00:02:25,940;
02,60;3,32;00,00;16,52;600,0;54,8;N/A;N/A;OFF;ON;CC;NONE;00:02:26,440;
02,60;3,26;00,00;22,23;600,0;72,4;N/A;N/A;OFF;ON;CC;NONE;00:02:26,940;
02,60;3,25;00,00;22,38;600,0;72,7;N/A;N/A;OFF;ON;CC;NONE;00:02:27,440;
02,60;3,42;00,00;5,08;600,0;17,3;N/A;N/A;OFF;ON;CC;NONE;00:02:27,940;
02,60;3,47;00,00;0,38;600,0;1,3;N/A;N/A;OFF;ON;CC;NONE;00:02:28,440;
02,60;3,47;00,00;0,93;600,0;3,3;N/A;N/A;OFF;ON;CC;NONE;00:02:28,940;
02,60;3,43;00,00;5,60;600,0;19,1;N/A;N/A;OFF;ON;CC;NONE;00:02:29,440;
02,60;3,42;00,00;5,93;600,0;20,3;N/A;N/A;OFF;ON;CC;NONE;00:02:29,940;
02,60;3,46;00,00;2,72;600,0;9,4;N/A;N/A;OFF;ON;CC;NONE;00:02:30,440;
02,60;3,49;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:02:30,940;
02,60;3,49;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:02:31,440;
02,60;3,48;00,00;1,20;600,0;4,2;N/A;N/A;OFF;ON;CC;NONE;00:02:31,940;
02,60;3,49;00,00;1,12;600,0;3,9;N/A;N/A;OFF;ON;CC;NONE;00:02:32,440;
02,60;3,45;00,00;4,34;600,0;15,0;N/A;N/A;OFF;ON;CC;NONE;00:02:32,940;
02,60;3,43;00,00;7,03;600,0;24,1;N/A;N/A;OFF;ON;CC;NONE;00:02:33,440;
02,60;3,41;00,00;8,03;600,0;27,5;N/A;N/A;OFF;ON;CC;NONE;00:02:33,940;
02,60;3,39;00,00;10,95;600,0;37,1;N/A;N/A;OFF;ON;CC;NONE;00:02:34,440;
02,60;3,42;00,00;7,15;600,0;24,5;N/A;N/A;OFF;ON;CC;NONE;00:02:34,940;
02,60;3,31;00,00;18,05;600,0;59,8;N/A;N/A;OFF;ON;CC;NONE;00:02:35,440;
02,60;3,30;00,00;19,28;600,0;63,5;N/A;N/A;OFF;ON;CC;NONE;00:02:35,940;
02,60;3,33;00,00;14,89;600,0;49,6;N/A;N/A;OFF;ON;CC;NONE;00:02:36,440;
02,60;3,39;00,00;8,62;600,0;29,3;N/A;N/A;OFF;ON;CC;NONE;00:02:36,940;
02,60;3,46;00,00;2,32;600,0;8,0;N/A;N/A;OFF;ON;CC;NONE;00:02:37,440;
02,60;3,28;00,00;20,50;600,0;67,2;N/A;N/A;OFF;ON;CC;NONE;00:02:37,940;
02,60;3,46;00,00;1,01;600,0;3,5;N/A;N/A;OFF;ON;CC;NONE;00:02:38,440;
02,60;3,48;00,00;0,27;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:02:38,940;
02,60;3,49;00,00;0,19;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:02:39,440;
02,60;3,49;00,00;0,12;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:02:39,940;
02,60;3,49;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:02:40,440;
02,60;3,47;00,00;2,20;600,0;7,6;N/A;N/A;OFF;ON;CC;NONE;00:02:40,940;
02,60;3,39;00,00;10,15;600,0;34,4;N/A;N/A;OFF;ON;CC;NONE;00:02:41,440;
02,60;3,44;00,00;4,90;600,0;16,8;N/A;N/A;OFF;ON;CC;NONE;00:02:41,940;
02,60;3,48;00,00;1,18;600,0;4,1;N/A;N/A;OFF;ON;CC;NONE;00:02:42,440;
02,60;3,35;00,00;14,18;600,0;47,5;N/A;N/A;OFF;ON;CC;NONE;00:02:42,940;
02,60;3,40;00,00;8,78;600,0;29,8;N/A;N/A;OFF;ON;CC;NONE;00:02:43,440;
02,60;3,49;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:02:43,940;
02,60;3,49;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:02:44,440;
02,60;3,49;00,00;1,02;600,0;3,6;N/A;N/A;OFF;ON;CC;NONE;00:02:44,940;
02,60;3,40;00,00;9,35;600,0;31,7;N/A;N/A;OFF;ON;CC;NONE;00:02:45,440;
02,60;3,49;00,00;0,18;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:02:45,940;
02,60;3,41;00,00;9,39;600,0;31,9;N/A;N/A;OFF;ON;CC;NONE;00:02:46,440;
02,60;3,35;00,00;14,81;600,0;49,5;N/A;N/A;OFF;ON;CC;NONE;00:02:46,940;
02,60;3,32;00,00;16,78;600,0;55,8;N/A;N/A;OFF;ON;CC;NONE;00:02:47,440;
02,60;3,33;00,00;15,81;600,0;52,6;N/A;N/A;OFF;ON;CC;NONE;00:02:47,940;
02,60;3,34;00,00;14,62;600,0;48,7;N/A;N/A;OFF;ON;CC;NONE;00:02:48,440;
02,60;3,38;00,00;9,60;600,0;32,4;N/A;N/A;OFF;ON;CC;NONE;00:02:48,940;
02,60;3,43;00,00;4,42;600,0;15,2;N/A;N/A;OFF;ON;CC;NONE;00:02:49,440;
02,60;3,46;00,00;1,96;600,0;6,8;N/A;N/A;OFF;ON;CC;NONE;00:02:49,940;
02,60;3,36;00,00;12,94;600,0;43,4;N/A;N/A;OFF;ON;CC;NONE;00:02:50,440;
02,60;3,47;00,00;1,13;600,0;3,9;N/A;N/A;OFF;ON;CC;NONE;00:02:50,940;
02,60;3,46;00,00;2,90;600,0;10,0;N/A;N/A;OFF;ON;CC;NONE;00:02:51,440;
02,60;3,47;00,00;2,03;600,0;7,0;N/A;N/A;OFF;ON;CC;NONE;00:02:51,940;
02,60;3,48;00,00;0,81;600,0;2,8;N/A;N/A;OFF;ON;CC;NONE;00:02:52,440;
02,60;3,42;00,00;6,38;600,0;21,8;N/A;N/A;OFF;ON;CC;NONE;00:02:52,940;
02,60;3,48;00,00;1,38;600,0;4,8;N/A;N/A;OFF;ON;CC;NONE;00:02:53,440;
02,60;3,28;00,00;21,29;600,0;69,8;N/A;N/A;OFF;ON;CC;NONE;00:02:53,940;
02,60;3,23;00,00;25,18;600,0;81,4;N/A;N/A;OFF;ON;CC;NONE;00:02:54,440;
02,60;3,19;00,00;28,72;600,0;91,6;N/A;N/A;OFF;ON;CC;NONE;00:02:54,940;
02,60;3,33;00,00;13,93;600,0;46,3;N/A;N/A;OFF;ON;CC;NONE;00:02:55,440;
02,60;3,46;00,00;0,24;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:02:55,940;
02,60;3,47;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:02:56,440;
02,60;3,48;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:02:56,940;
02,60;3,48;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:02:57,440;
02,60;3,49;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:02:57,940;
02,60;3,49;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:02:58,440;
02,60;3,39;00,00;9,62;600,0;32,6;N/A;N/A;OFF;ON;CC;NONE;00:02:58,940;
02,60;3,47;00,00;1,68;600,0;5,8;N/A;N/A;OFF;ON;CC;NONE;00:02:59,440;
02,60;3,42;00,00;6,95;600,0;23,8;N/A;N/A;OFF;ON;CC;NONE;00:02:59,940;
02,60;3,37;00,00;11,94;600,0;40,2;N/A;N/A;OFF;ON;CC;NONE;00:03:00,440;
02,60;3,44;00,00;4,51;600,0;15,4;N/A;N/A;OFF;ON;CC;NONE;00:03:00,940;
02,60;3,46;00,00;1,80;600,0;6,3;N/A;N/A;OFF;ON;CC;NONE;00:03:01,440;
02,60;3,41;00,00;7,49;600,0;25,6;N/A;N/A;OFF;ON;CC;NONE;00:03:01,940;
02,60;3,34;00,00;14,06;600,0;47,0;N/A;N/A;OFF;ON;CC;NONE;00:03:02,440;
02,60;3,34;00,00;13,67;600,0;45,7;N/A;N/A;OFF;ON;CC;NONE;00:03:02,940;
02,60;3,40;00,00;7,35;600,0;25,0;N/A;N/A;OFF;ON;CC;NONE;00:03:03,440;
02,60;3,46;00,00;1,24;600,0;4,3;N/A;N/A;OFF;ON;CC;NONE;00:03:03,940;
02,60;3,37;00,00;10,79;600,0;36,4;N/A;N/A;OFF;ON;CC;NONE;00:03:04,440;
02,60;3,38;00,00;9,20;600,0;31,2;N/A;N/A;OFF;ON;CC;NONE;00:03:04,940;
02,60;3,43;00,00;4,91;600,0;16,8;N/A;N/A;OFF;ON;CC;NONE;00:03:05,440;
02,60;3,47;00,00;0,64;600,0;2,2;N/A;N/A;OFF;ON;CC;NONE;00:03:05,940;
02,60;3,32;00,00;15,85;600,0;52,7;N/A;N/A;OFF;ON;CC;NONE;00:03:06,440;
02,60;3,31;00,00;16,65;600,0;55,1;N/A;N/A;OFF;ON;CC;NONE;00:03:06,940;
02,60;3,26;00,00;21,51;600,0;70,1;N/A;N/A;OFF;ON;CC;NONE;00:03:07,440;
02,60;3,20;00,00;26,40;600,0;84,5;N/A;N/A;OFF;ON;CC;NONE;00:03:07,940;
02,60;3,36;00,00;9,80;600,0;32,9;N/A;N/A;OFF;ON;CC;NONE;00:03:08,440;
02,60;3,46;00,00;0,36;600,0;1,3;N/A;N/A;OFF;ON;CC;NONE;00:03:08,940;
02,60;3,47;00,00;0,28;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:03:09,440;
02,60;3,47;00,00;0,22;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:03:09,940;
02,60;3,47;00,00;0,15;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:03:10,440;
02,60;3,48;00,00;0,09;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:03:10,940;
02,60;3,48;00,00;0,52;600,0;1,8;N/A;N/A;OFF;ON;CC;NONE;00:03:11,440;
02,60;3,38;00,00;10,44;600,0;35,3;N/A;N/A;OFF;ON;CC;NONE;00:03:11,940;
02,60;3,35;00,00;13,09;600,0;43,8;N/A;N/A;OFF;ON;CC;NONE;00:03:12,440;
02,60;3,32;00,00;15,72;600,0;52,2;N/A;N/A;OFF;ON;CC;NONE;00:03:12,940;
02,60;3,30;00,00;17,24;600,0;56,9;N/A;N/A;OFF;ON;CC;NONE;00:03:13,440;
02,60;3,35;00,00;11,15;600,0;37,4;N/A;N/A;OFF;ON;CC;NONE;00:03:13,940;
02,60;3,39;00,00;7,30;600,0;24,8;N/A;N/A;OFF;ON;CC;NONE;00:03:14,440;
02,60;3,42;00,00;4,98;600,0;17,0;N/A;N/A;OFF;ON;CC;NONE;00:03:14,940;
02,60;3,44;00,00;2,66;600,0;9,2;N/A;N/A;OFF;ON;CC;NONE;00:03:15,440;
02,60;3,47;00,00;0,34;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:03:15,940;
02,60;3,35;00,00;12,34;600,0;41,4;N/A;N/A;OFF;ON;CC;NONE;00:03:16,440;
02,60;3,38;00,00;9,97;600,0;33,3;N/A;N/A;OFF;ON;CC;NONE;00:03:16,940;
02,60;3,32;00,00;14,87;600,0;49,4;N/A;N/A;OFF;ON;CC;NONE;00:03:17,440;
02,60;3,31;00,00;16,06;600,0;53,1;N/A;N/A;OFF;ON;CC;NONE;00:03:17,940;
02,60;3,31;00,00;15,15;600,0;50,2;N/A;N/A;OFF;ON;CC;NONE;00:03:18,440;
02,60;3,34;00,00;11,43;600,0;38,3;N/A;N/A;OFF;ON;CC;NONE;00:03:18,940;
02,60;3,38;00,00;7,67;600,0;25,9;N/A;N/A;OFF;ON;CC;NONE;00:03:19,440;
02,60;3,42;00,00;3,91;600,0;13,4;N/A;N/A;OFF;ON;CC;NONE;00:03:19,940;
02,60;3,45;00,00;1,22;600,0;4,2;N/A;N/A;OFF;ON;CC;NONE;00:03:20,440;
02,60;3,40;00,00;6,42;600,0;21,8;N/A;N/A;OFF;ON;CC;NONE;00:03:20,940;
02,60;3,47;00,00;0,17;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:03:21,440;
02,60;3,47;00,00;0,24;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:03:21,940;
02,60;3,47;00,00;0,32;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:03:22,440;
02,60;3,47;00,00;0,35;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:03:22,940;
02,60;3,44;00,00;3,64;600,0;12,5;N/A;N/A;OFF;ON;CC;NONE;00:03:23,440;
02,60;3,38;00,00;9,94;600,0;33,6;N/A;N/A;OFF;ON;CC;NONE;00:03:23,940;
02,60;3,31;00,00;16,28;600,0;54,0;N/A;N/A;OFF;ON;CC;NONE;00:03:24,440;
02,60;3,24;00,00;22,59;600,0;73,3;N/A;N/A;OFF;ON;CC;NONE;00:03:24,940;
02,60;3,17;00,00;28,91;600,0;91,7;N/A;N/A;OFF;ON;CC;NONE;00:03:25,440;
02,60;3,24;00,00;21,45;600,0;69,4;N/A;N/A;OFF;ON;CC;NONE;00:03:25,940;
02,60;3,34;00,00;11,11;600,0;37,1;N/A;N/A;OFF;ON;CC;NONE;00:03:26,440;
02,60;3,44;00,00;1,16;600,0;3,9;N/A;N/A;OFF;ON;CC;NONE;00:03:26,940;
02,60;3,30;00,00;15,68;600,0;51,7;N/A;N/A;OFF;ON;CC;NONE;00:03:27,440;
02,60;3,29;00,00;16,93;600,0;55,6;N/A;N/A;OFF;ON;CC;NONE;00:03:27,940;
02,60;3,23;00,00;22,67;600,0;73,1;N/A;N/A;OFF;ON;CC;NONE;00:03:28,440;
02,60;3,23;00,00;21,13;600,0;68,2;N/A;N/A;OFF;ON;CC;NONE;00:03:28,940;
02,60;3,40;00,00;3,75;600,0;12,7;N/A;N/A;OFF;ON;CC;NONE;00:03:29,440;
02,60;3,44;00,00;0,42;600,0;1,5;N/A;N/A;OFF;ON;CC;NONE;00:03:29,940;
02,60;3,44;00,00;0,97;600,0;3,3;N/A;N/A;OFF;ON;CC;NONE;00:03:30,440;
02,60;3,39;00,00;7,10;600,0;24,0;N/A;N/A;OFF;ON;CC;NONE;00:03:30,940;
02,60;3,40;00,00;5,65;600,0;19,2;N/A;N/A;OFF;ON;CC;NONE;00:03:31,440;
02,60;3,43;00,00;2,49;600,0;8,6;N/A;N/A;OFF;ON;CC;NONE;00:03:31,940;
02,60;3,46;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:03:32,440;
02,60;3,46;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:03:32,940;
02,60;3,45;00,00;1,15;600,0;4,0;N/A;N/A;OFF;ON;CC;NONE;00:03:33,440;
02,60;3,45;00,00;1,31;600,0;4,5;N/A;N/A;OFF;ON;CC;NONE;00:03:33,940;
02,60;3,42;00,00;4,91;600,0;16,8;N/A;N/A;OFF;ON;CC;NONE;00:03:34,440;
02,60;3,40;00,00;7,05;600,0;23,9;N/A;N/A;OFF;ON;CC;NONE;00:03:34,940;
02,60;3,39;00,00;8,25;600,0;28,0;N/A;N/A;OFF;ON;CC;NONE;00:03:35,440;
02,60;3,36;00,00;10,88;600,0;36,6;N/A;N/A;OFF;ON;CC;NONE;00:03:35,940;
02,60;3,40;00,00;6,83;600,0;23,2;N/A;N/A;OFF;ON;CC;NONE;00:03:36,440;
02,60;3,28;00,00;18,32;600,0;60,2;N/A;N/A;OFF;ON;CC;NONE;00:03:36,940;
02,60;3,27;00,00;19,34;600,0;63,2;N/A;N/A;OFF;ON;CC;NONE;00:03:37,440;
02,60;3,31;00,00;14,43;600,0;47,7;N/A;N/A;OFF;ON;CC;NONE;00:03:37,940;
02,60;3,37;00,00;8,13;600,0;27,4;N/A;N/A;OFF;ON;CC;NONE;00:03:38,440;
02,60;3,43;00,00;1,84;600,0;6,3;N/A;N/A;OFF;ON;CC;NONE;00:03:38,940;
02,60;3,26;00,00;19,88;600,0;64,8;N/A;N/A;OFF;ON;CC;NONE;00:03:39,440;
02,60;3,44;00,00;0,70;600,0;2,4;N/A;N/A;OFF;ON;CC;NONE;00:03:39,940;
02,60;3,45;00,00;0,26;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:03:40,440;
02,60;3,46;00,00;0,19;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:03:40,940;
02,60;3,46;00,00;0,11;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:03:41,440;
02,60;3,46;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:03:41,940;
02,60;3,43;00,00;3,78;600,0;13,0;N/A;N/A;OFF;ON;CC;NONE;00:03:42,440;
02,60;3,36;00,00;10,55;600,0;35,5;N/A;N/A;OFF;ON;CC;NONE;00:03:42,940;
02,60;3,42;00,00;4,00;600,0;13,6;N/A;N/A;OFF;ON;CC;NONE;00:03:43,440;
02,60;3,44;00,00;3,10;600,0;10,6;N/A;N/A;OFF;ON;CC;NONE;00:03:43,940;
02,60;3,33;00,00;13,98;600,0;46,5;N/A;N/A;OFF;ON;CC;NONE;00:03:44,440;
02,60;3,38;00,00;7,42;600,0;25,1;N/A;N/A;OFF;ON;CC;NONE;00:03:44,940;
02,60;3,46;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:03:45,440;
02,60;3,46;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:03:45,940;
02,60;3,45;00,00;1,92;600,0;6,6;N/A;N/A;OFF;ON;CC;NONE;00:03:46,440;
02,60;3,38;00,00;8,41;600,0;28,4;N/A;N/A;OFF;ON;CC;NONE;00:03:46,940;
02,60;3,46;00,00;0,20;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:03:47,440;
02,60;3,37;00,00;9,99;600,0;33,6;N/A;N/A;OFF;ON;CC;NONE;00:03:47,940;
02,60;3,32;00,00;15,12;600,0;50,1;N/A;N/A;OFF;ON;CC;NONE;00:03:48,440;
02,60;3,30;00,00;16,71;600,0;55,0;N/A;N/A;OFF;ON;CC;NONE;00:03:48,940;
02,60;3,30;00,00;15,74;600,0;51,9;N/A;N/A;OFF;ON;CC;NONE;00:03:49,440;
02,60;3,31;00,00;14,31;600,0;47,4;N/A;N/A;OFF;ON;CC;NONE;00:03:49,940;
02,60;3,36;00,00;9,23;600,0;31,0;N/A;N/A;OFF;ON;CC;NONE;00:03:50,440;
02,60;3,41;00,00;4,01;600,0;13,6;N/A;N/A;OFF;ON;CC;NONE;00:03:50,940;
02,60;3,43;00,00;2,76;600,0;9,4;N/A;N/A;OFF;ON;CC;NONE;00:03:51,440;
02,60;3,33;00,00;12,68;600,0;42,2;N/A;N/A;OFF;ON;CC;NONE;00:03:51,940;
02,60;3,44;00,00;0,75;600,0;2,6;N/A;N/A;OFF;ON;CC;NONE;00:03:52,440;
02,60;3,42;00,00;3,27;600,0;11,1;N/A;N/A;OFF;ON;CC;NONE;00:03:52,940;
02,60;3,44;00,00;1,87;600,0;6,4;N/A;N/A;OFF;ON;CC;NONE;00:03:53,440;
02,60;3,44;00,00;1,84;600,0;6,3;N/A;N/A;OFF;ON;CC;NONE;00:03:53,940;
02,60;3,41;00,00;4,68;600,0;15,9;N/A;N/A;OFF;ON;CC;NONE;00:03:54,440;
02,60;3,45;00,00;1,56;600,0;5,4;N/A;N/A;OFF;ON;CC;NONE;00:03:54,940;
02,60;3,25;00,00;21,71;600,0;70,5;N/A;N/A;OFF;ON;CC;NONE;00:03:55,440;
02,60;3,20;00,00;25,46;600,0;81,5;N/A;N/A;OFF;ON;CC;NONE;00:03:55,940;
02,60;3,16;00,00;28,49;600,0;90,0;N/A;N/A;OFF;ON;CC;NONE;00:03:56,440;
02,60;3,31;00,00;12,98;600,0;42,9;N/A;N/A;OFF;ON;CC;NONE;00:03:56,940;
02,60;3,44;00,00;0,12;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:03:57,440;
02,60;3,44;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:03:57,940;
02,60;3,45;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:03:58,440;
02,60;3,45;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:03:58,940;
02,60;3,45;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:03:59,440;
02,60;3,45;00,00;0,30;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:03:59,940;
02,60;3,37;00,00;8,66;600,0;29,2;N/A;N/A;OFF;ON;CC;NONE;00:04:00,440;
02,60;3,44;00,00;2,09;600,0;7,2;N/A;N/A;OFF;ON;CC;NONE;00:04:00,940;
02,60;3,38;00,00;7,41;600,0;25,1;N/A;N/A;OFF;ON;CC;NONE;00:04:01,440;
02,60;3,34;00,00;12,12;600,0;40,4;N/A;N/A;OFF;ON;CC;NONE;00:04:01,940;
02,60;3,41;00,00;3,69;600,0;12,6;N/A;N/A;OFF;ON;CC;NONE;00:04:02,440;
02,60;3,44;00,00;1,67;600,0;5,7;N/A;N/A;OFF;ON;CC;NONE;00:04:02,940;
02,60;3,38;00,00;8,51;600,0;28,7;N/A;N/A;OFF;ON;CC;NONE;00:04:03,440;
02,60;3,32;00,00;14,04;600,0;46,6;N/A;N/A;OFF;ON;CC;NONE;00:04:03,940;
02,60;3,32;00,00;13,39;600,0;44,4;N/A;N/A;OFF;ON;CC;NONE;00:04:04,440;
02,60;3,38;00,00;6,81;600,0;23,0;N/A;N/A;OFF;ON;CC;NONE;00:04:04,940;
02,60;3,41;00,00;3,66;600,0;12,4;N/A;N/A;OFF;ON;CC;NONE;00:04:05,440;
02,60;3,34;00,00;10,81;600,0;36,1;N/A;N/A;OFF;ON;CC;NONE;00:04:05,940;
02,60;3,36;00,00;8,88;600,0;29,9;N/A;N/A;OFF;ON;CC;NONE;00:04:06,440;
02,60;3,40;00,00;4,59;600,0;15,6;N/A;N/A;OFF;ON;CC;NONE;00:04:06,940;
02,60;3,44;00,00;0,59;600,0;2,0;N/A;N/A;OFF;ON;CC;NONE;00:04:07,440;
02,60;3,30;00,00;15,22;600,0;50,2;N/A;N/A;OFF;ON;CC;NONE;00:04:07,940;
02,60;3,28;00,00;17,02;600,0;55,8;N/A;N/A;OFF;ON;CC;NONE;00:04:08,440;
02,60;3,23;00,00;21,89;600,0;70,6;N/A;N/A;OFF;ON;CC;NONE;00:04:08,940;
02,60;3,17;00,00;26,76;600,0;84,9;N/A;N/A;OFF;ON;CC;NONE;00:04:09,440;
02,60;3,34;00,00;8,11;600,0;27,0;N/A;N/A;OFF;ON;CC;NONE;00:04:09,940;
02,60;3,43;00,00;0,35;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:04:10,440;
02,60;3,44;00,00;0,28;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:04:10,940;
02,60;3,44;00,00;0,21;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:04:11,440;
02,60;3,44;00,00;0,15;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:04:11,940;
02,60;3,45;00,00;0,08;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:04:12,440;
